Date,HH:MM,Datasource,Dry Bulb Temperature {C},Dew Point Temperature {C},Relative Humidity {%},Atmospheric Pressure {Pa},Extraterrestrial Horizontal Radiation {Wh/m2},Extraterrestrial Direct Normal Radiation {Wh/m2},Horizontal Infrared Radiation Intensity from Sky {Wh/m2},Global Horizontal Radiation {Wh/m2},Direct Normal Radiation {Wh/m2},Diffuse Horizontal Radiation {Wh/m2},Global Horizontal Illuminance {lux},Direct Normal Illuminance {lux},Diffuse Horizontal Illuminance {lux},Zenith Luminance {Cd/m2},Wind Direction {deg},Wind Speed {m/s},Total Sky Cover {.1},Opaque Sky Cover {.1},Visibility {km},Ceiling Height {m},Present Weather Observation,Present Weather Codes,Precipitable Water {mm},Aerosol Optical Depth {.001},Snow Depth {cm},Days Since Last Snow,Albedo {.01},Liquid Precipitation Depth {mm},Liquid Precipitation Quantity {hr}
2023/1/18,4:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25.2,22.3,84,101000,0,0,427,0,0,0,0,0,0,0,60,2.1,9,9,10,9144,9,'999999999,440,0,0,88,999,0,1
2023/1/18,5:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25.2,22.4,84,101000,0,0,427,0,0,0,0,0,0,0,70,2.6,9,9,12,9000,9,'999999999,450,0,0,88,999,0,1
2023/1/18,6:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25.2,22.5,85,101000,0,0,427,0,0,0,0,0,0,0,60,2.1,9,9,10,9144,9,'999999999,450,0,0,88,999,0,1
2023/1/18,7:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25.2,22.7,86,101100,0,0,427,0,0,0,0,0,0,0,70,2.1,9,9,10,9144,9,'999999999,450,0,0,88,999,0,1
2023/1/18,8:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25.6,22.9,85,101100,92,1030,430,37,117,30,3976,0,3167,127,70,2.1,9,9,12,9000,9,'999999999,459,0,0,88,999,0,1
2023/1/18,9:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,27.1,23.2,79,101200,414,1410,439,217,374,107,23885,14085,11844,516,360,1.5,9,9,9,9144,9,'999999999,469,0,0,88,999,0,1
2023/1/18,10:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,28.4,23.5,75,101200,719,1410,447,360,192,262,39297,13767,28778,1394,50,2.6,9,9,8.5,4846,9,'999999999,480,0,0,88,999,0,1
2023/1/18,11:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,28.2,23.3,75,101200,975,1410,446,411,141,313,46271,10243,35496,1781,60,5.1,9,9,3,533,9,'999999999,469,0,0,88,999,0.4,1
2023/1/18,12:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,29.5,23.8,71,101200,1163,1410,454,576,143,458,64623,11706,51771,2661,60,5.1,9,9,10,4831,9,'999999999,490,0,0,88,999,0,1
2023/1/18,13:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,30.2,23,65,101100,1272,1410,457,752,283,497,85157,23479,56717,2845,50,5.7,9,9,10,9144,9,'999999999,459,0,0,88,999,0,1
2023/1/18,14:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,30.9,23.2,64,101000,1293,1410,462,857,540,362,99703,37422,42367,2052,40,5.1,9,9,14,9000,9,'999999999,469,0,0,88,999,0,1
2023/1/18,15:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,30.5,22.7,63,100900,1226,1410,459,899,789,213,108100,45058,25777,1232,50,5.7,9,9,10,4907,9,'999999999,450,0,0,88,999,0,1
2023/1/18,16:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,30,22.4,64,100900,1074,1410,455,770,753,197,91365,43635,23445,1135,50,7.2,9,9,10,671,9,'999999999,450,0,0,88,999,0,1
2023/1/18,17:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,29.5,22.4,66,100800,848,1410,452,581,680,172,67295,39063,19996,948,50,5.7,9,9,16,9000,9,'999999999,450,0,0,88,999,0,1
2023/1/18,18:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,28.2,23.4,75,100900,564,1410,446,260,185,186,28358,11136,20380,944,60,6.7,9,9,10,1829,9,'999999999,480,0,0,88,999,0,1
2023/1/18,19:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,27.5,22.8,76,100900,243,1410,441,52,41,45,5821,0,5038,202,60,6.2,9,9,10,1981,9,'999999999,459,0,0,88,999,0,1
2023/1/18,20:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,27.2,22.4,75,101000,8,308,439,2,2,2,218,0,217,7,50,4.1,9,9,14,9000,9,'999999999,450,0,0,88,999,0,1
2023/1/18,21:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,26.9,22.4,76,101100,0,0,437,0,0,0,0,0,0,0,50,3.6,9,9,10,5639,9,'999999999,450,0,0,88,999,0,1
2023/1/18,22:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,26.7,22.3,77,101200,0,0,436,0,0,0,0,0,0,0,60,3.1,9,9,10,9144,9,'999999999,440,0,0,88,999,0,1
2023/1/18,23:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,26.6,22.2,77,101200,0,0,435,0,0,0,0,0,0,0,60,3.1,9,9,14,9000,9,'999999999,440,0,0,88,999,0,1
2023/1/18,0:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,26.2,22.3,79,101200,0,0,433,0,0,0,0,0,0,0,50,3.1,9,9,10,9144,9,'999999999,440,0,0,88,999,0,1
2023/1/19,1:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,26.2,22.5,80,101200,0,0,433,0,0,0,0,0,0,0,60,2.1,9,9,10,9144,9,'999999999,450,0,0,88,999,0,1
2023/1/19,2:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,26,22.8,83,101100,0,0,432,0,0,0,0,0,0,0,50,2.6,9,9,12,9000,9,'999999999,459,0,0,88,999,0,1
2023/1/19,3:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25.7,22.7,84,101000,0,0,430,0,0,0,0,0,0,0,50,2.6,9,9,10,9144,9,'999999999,450,0,0,88,999,0,1
2023/1/19,4:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25.2,22.5,85,101000,0,0,427,0,0,0,0,0,0,0,50,2.6,9,9,10,9144,9,'999999999,450,0,0,88,999,0,1
2023/1/19,5:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,24.9,22.3,85,100900,0,0,425,0,0,0,0,0,0,0,40,1.5,9,9,9,9000,9,'999999999,440,0,0,88,999,0,1
2023/1/19,6:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,24.9,22.4,86,101000,0,0,425,0,0,0,0,0,0,0,70,2.1,9,9,8,9144,9,'999999999,450,0,0,88,999,0,1
2023/1/19,7:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25.2,22.4,84,101000,0,0,427,0,0,0,0,0,0,0,70,2.6,9,9,8,9144,9,'999999999,450,0,0,88,999,0,1
2023/1/19,8:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25.7,22.4,82,101100,91,1022,430,30,43,27,3208,0,2922,116,50,2.6,9,9,8,9000,9,'999999999,450,0,0,88,999,0,1
2023/1/19,9:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,26.7,22.5,78,101200,413,1409,436,189,182,135,20364,8522,14659,650,40,2.1,9,9,10,8839,9,'999999999,450,0,0,88,999,2.7,1
2023/1/19,10:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,28.5,22.9,72,101200,719,1409,447,374,233,255,41002,16705,28126,1359,30,2.6,9,9,10,5486,9,'999999999,459,0,0,88,999,2.7,1
2023/1/19,11:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,29.2,23.1,70,101200,975,1409,451,457,145,357,50879,11312,39987,2026,30,2.6,9,9,10,1173,9,'999999999,469,0,0,88,999,2.7,1
2023/1/19,12:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,26.5,24.8,90,101200,1164,1409,438,356,68,299,41212,4343,34909,1738,60,3.1,9,9,4.6,1173,9,'999999999,530,0,0,88,999,3,1
2023/1/19,13:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25.2,23.5,90,101100,1273,1409,429,359,35,328,42002,2308,38571,1873,50,5.2,9,9,6.5,1189,9,'999999999,480,0,0,88,999,13,1
2023/1/19,14:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,26.6,24.1,86,101000,1295,1409,437,209,2,207,23085,258,26193,1315,60,3.1,9,9,8,4500,9,'999999999,500,0,0,88,999,0.7,1
2023/1/19,15:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,27.2,23.2,79,100900,1228,1409,440,171,40,136,21212,1932,16998,787,50,6.2,9,9,10,1829,9,'999999999,469,0,0,88,999,0.7,1
2023/1/19,16:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,28.6,23.4,74,100800,1076,1409,448,558,363,281,64280,23901,32542,1620,50,4.1,9,9,10,1371,9,'999999999,480,0,0,88,999,0.7,1
2023/1/19,17:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,26.6,24.2,87,100800,851,1409,438,236,13,228,26040,1381,31182,897,50,3.1,9,9,6,1500,9,'999999999,500,0,0,88,999,0.7,1
2023/1/19,18:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,27.1,23.4,80,100800,566,1409,439,111,6,108,12381,568,16111,424,50,2.6,9,9,10,3352,9,'999999999,480,0,0,88,999,0.7,1
2023/1/19,19:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,26.7,23.3,82,100900,245,1409,437,99,157,71,10640,1654,7731,322,60,2.6,9,9,10,3352,9,'999999999,469,0,0,88,999,0.7,1
2023/1/19,20:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,26.2,22.8,82,100900,9,315,433,2,4,2,230,0,226,8,40,2.1,9,9,10,8100,9,'999999999,459,0,0,88,999,0.8,1
2023/1/19,21:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25.2,23.1,88,101000,0,0,428,0,0,0,0,0,0,0,50,4.6,9,9,9,2682,9,'999999999,469,0,0,88,999,1,1
2023/1/19,22:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,24.9,23.4,91,101100,0,0,427,0,0,0,0,0,0,0,30,2.1,9,9,8.5,853,9,'999999999,480,0,0,88,999,1.2,1
2023/1/19,23:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,24.8,23.3,91,101100,0,0,426,0,0,0,0,0,0,0,10,2.6,9,9,9,4200,9,'999999999,469,0,0,88,999,0,1
2023/1/19,0:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,24.8,23.3,91,101100,0,0,426,0,0,0,0,0,0,0,10,2.1,9,9,10,5181,9,'999999999,469,0,0,88,999,0,1
2023/1/20,1:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,24.8,23.3,91,101000,0,0,426,0,0,0,0,0,0,0,20,1.5,9,9,10,5486,9,'999999999,469,0,0,88,999,0,1
2023/1/20,2:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,24.9,23.3,91,101000,0,0,427,0,0,0,0,0,0,0,350,2.1,9,9,12,1829,9,'999999999,469,0,0,88,999,0,1
2023/1/20,3:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,24.9,23.3,91,100900,0,0,427,0,0,0,0,0,0,0,60,2.1,9,9,9.5,1676,9,'999999999,469,0,0,88,999,0,1
2023/1/20,4:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,24.9,23.1,90,100800,0,0,426,0,0,0,0,0,0,0,60,2.1,9,9,9,1371,9,'999999999,469,0,0,88,999,0,1
2023/1/20,5:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,24.7,22.9,90,100800,0,0,425,0,0,0,0,0,0,0,60,1.5,9,9,9,1200,9,'999999999,459,0,0,88,999,0,1
2023/1/20,6:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,24.3,22.7,91,100800,0,0,422,0,0,0,0,0,0,0,20,1.5,9,9,8.5,1371,9,'999999999,450,0,0,88,999,0,1
2023/1/20,7:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,24.6,22.7,89,100900,0,0,424,0,0,0,0,0,0,0,40,2.1,9,9,9,1676,9,'999999999,450,0,0,88,999,0.8,1
2023/1/20,8:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,24.5,23,91,101000,90,1016,424,27,9,27,2937,0,2885,115,10,1.5,9,9,9,1800,9,'999999999,459,0,0,88,999,0,1
2023/1/20,9:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,26,23.5,86,101000,412,1409,433,165,157,119,17939,6361,12979,570,10,1.5,9,9,8.5,1829,9,'999999999,480,0,0,88,999,0,1
2023/1/20,10:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,28.2,24.4,80,101100,718,1409,447,314,149,238,34555,9894,26363,1269,10,2.1,9,9,9,2719,9,'999999999,509,0,0,88,999,0.2,1
2023/1/20,11:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,27.6,24.5,83,101100,975,1409,444,370,73,320,41556,5241,36088,1816,20,2.1,9,9,12,4500,9,'999999999,519,0,0,88,999,0,1
2023/1/20,12:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,27.5,24,81,101100,1165,1409,443,170,12,160,18898,1270,21110,781,50,3.1,9,9,7.5,457,9,'999999999,500,0,0,88,999,2,1
2023/1/20,13:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,26.5,24.6,89,101000,1274,1409,438,175,0,175,19533,54,22494,1055,40,2.1,9,9,5.3,457,9,'999999999,519,0,0,88,999,3,1
2023/1/20,14:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,26.1,24.6,91,100900,1297,1409,447,313,7,307,34276,708,37902,1964,360,1.5,10,10,5,4800,9,'999999999,519,0,0,88,999,5,1
2023/1/20,15:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,26.3,24.9,92,100800,1230,1409,437,366,34,336,42374,2215,39232,1944,20,2.1,9,9,6.7,2895,9,'999999999,530,0,0,88,999,3,1
2023/1/20,16:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25.2,23.7,91,100700,1078,1409,429,447,115,359,50506,8496,40874,2075,10,2.6,9,9,8,1036,9,'999999999,490,0,0,88,999,6,1
2023/1/20,17:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25.1,24.1,94,100700,853,1409,429,179,30,161,20840,1610,18803,890,80,3.1,9,9,3,4500,9,'999999999,500,0,0,88,999,2,1
2023/1/20,18:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25.7,24.6,94,100700,569,1409,433,196,166,129,21987,7652,14517,654,60,1,9,9,8.5,2392,9,'999999999,519,0,0,88,999,0,1
2023/1/20,19:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,26,24.2,90,100700,247,1409,434,115,248,72,12406,2363,7760,324,60,2.6,9,9,9.5,4267,9,'999999999,500,0,0,88,999,0,1
2023/1/20,20:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25.9,23.9,89,100800,9,322,433,2,3,2,240,0,238,8,60,2.6,9,9,7,4200,9,'999999999,490,0,0,88,999,0.4,1
2023/1/20,21:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25.6,23.9,90,100900,0,0,431,0,0,0,0,0,0,0,60,2.6,9,9,8,1219,9,'999999999,490,0,0,88,999,0.8,1
2023/1/20,22:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25.5,23.9,91,101000,0,0,431,0,0,0,0,0,0,0,60,2.1,9,9,6,1066,9,'999999999,490,0,0,88,999,2.8,1
2023/1/20,23:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25.6,24.2,92,101100,0,0,444,0,0,0,0,0,0,0,40,2.1,10,10,8,4800,9,'999999999,500,0,0,88,999,0,1
2023/1/20,0:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25.7,24.2,91,101000,0,0,432,0,0,0,0,0,0,0,50,2.6,9,9,9,2743,9,'999999999,500,0,0,88,999,0,1
2023/1/21,1:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25.8,24,90,101000,0,0,433,0,0,0,0,0,0,0,40,1.5,9,9,10,610,9,'999999999,500,0,0,88,999,0,1
2023/1/21,2:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25.7,23.8,89,100900,0,0,432,0,0,0,0,0,0,0,70,2.1,9,9,10,4500,9,'999999999,490,0,0,88,999,0,1
2023/1/21,3:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25.6,23.6,89,100800,0,0,431,0,0,0,0,0,0,0,60,2.1,9,9,10,6858,9,'999999999,480,0,0,88,999,0,1
2023/1/21,4:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25.3,23.5,90,100800,0,0,429,0,0,0,0,0,0,0,70,2.1,9,9,10,9144,9,'999999999,480,0,0,88,999,0,1
2023/1/21,5:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25,23.4,91,100800,0,0,427,0,0,0,0,0,0,0,70,1.5,9,9,10,9000,9,'999999999,480,0,0,88,999,0,1
2023/1/21,6:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25.1,23.6,91,100800,0,0,428,0,0,0,0,0,0,0,70,2.1,9,9,10,9144,9,'999999999,480,0,0,88,999,0,1
2023/1/21,7:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25,23.5,91,100900,0,0,427,0,0,0,0,0,0,0,40,1.5,9,9,10,9144,9,'999999999,480,0,0,88,999,0,1
2023/1/21,8:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25.3,23.7,91,100900,89,1009,429,34,82,29,3628,0,3084,123,40,1.5,9,9,12,9000,9,'999999999,490,0,0,88,999,0,1
2023/1/21,9:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,27.6,24.1,81,101000,411,1409,443,234,442,104,25702,15635,11540,502,20,1.5,9,9,9.5,9144,9,'999999999,500,0,0,88,999,0,1
2023/1/21,10:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,28.8,24.7,79,101000,718,1409,451,439,493,188,49213,28344,21166,1000,60,3.1,9,9,10,9144,9,'999999999,519,0,0,88,999,0,1
2023/1/21,11:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,29,23.8,74,101000,975,1409,451,615,501,269,70091,33129,30779,1527,40,2.6,9,9,15,9000,9,'999999999,490,0,0,88,999,0,1
2023/1/21,12:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,29.8,23.9,71,101000,1166,1409,456,662,268,441,74534,21375,49950,2559,50,3.1,9,9,10,9144,9,'999999999,490,0,0,88,999,0.4,1
2023/1/21,13:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,30.2,24.4,71,100900,1276,1409,459,681,433,289,80368,26418,34272,1648,50,2.1,9,9,10,9144,9,'999999999,509,0,0,88,999,0,1
2023/1/21,14:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,30.1,23.2,67,100800,1299,1409,457,879,613,314,103489,39691,37225,1777,40,3.1,9,9,14,9000,9,'999999999,469,0,0,88,999,0,1
2023/1/21,15:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,31,23.6,65,100600,1232,1409,463,842,680,247,100130,40169,29593,1429,50,4.1,9,9,10,9144,9,'999999999,480,0,0,88,999,0,1
2023/1/21,16:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,30.6,22.7,63,100600,1081,1409,459,773,762,189,92048,43046,22567,1089,50,5.1,9,9,10,9144,9,'999999999,450,0,0,88,999,0,1
2023/1/21,17:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,29.4,23.6,71,100600,855,1409,453,561,605,193,64343,35492,22278,1068,60,7.2,9,9,16,9000,9,'999999999,480,0,0,88,999,0,1
2023/1/21,18:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,28.3,23.6,76,100600,571,1409,447,337,485,141,37679,24354,15793,716,50,6.2,9,9,10,9144,9,'999999999,480,0,0,88,999,0,1
2023/1/21,19:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,27.7,23.2,77,100700,249,1409,443,119,300,66,12954,2608,7221,299,50,4.6,9,9,10,9144,9,'999999999,469,0,0,88,999,0,1
2023/1/21,20:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,27,23.2,80,100800,10,329,439,2,6,2,263,0,259,9,30,2.6,9,9,14,9000,9,'999999999,469,0,0,88,999,0,1
2023/1/21,21:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,26.5,23.2,82,100900,0,0,436,0,0,0,0,0,0,0,50,2.1,9,9,10,9144,9,'999999999,469,0,0,88,999,0,1
2023/1/21,22:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,26.3,23.3,84,101000,0,0,435,0,0,0,0,0,0,0,50,2.1,9,9,10,9144,9,'999999999,469,0,0,88,999,0,1
2023/1/21,23:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,26.1,23.5,86,101000,0,0,434,0,0,0,0,0,0,0,60,2.1,9,9,14,9000,9,'999999999,480,0,0,88,999,0,1
2023/1/21,0:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,26,23.6,87,101000,0,0,433,0,0,0,0,0,0,0,60,1.5,9,9,10,9144,9,'999999999,480,0,0,88,999,0,1
2023/1/22,1:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,26,23.4,86,100900,0,0,433,0,0,0,0,0,0,0,60,2.6,9,9,10,9144,9,'999999999,480,0,0,88,999,0,1
2023/1/22,2:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,26.1,23.4,85,100800,0,0,434,0,0,0,0,0,0,0,60,2.6,9,9,12,9000,9,'999999999,480,0,0,88,999,0,1
2023/1/22,3:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,26.1,23.5,86,100800,0,0,434,0,0,0,0,0,0,0,80,2.1,9,9,10,5334,9,'999999999,480,0,0,88,999,0,1
2023/1/22,4:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25.7,23.3,87,100700,0,0,431,0,0,0,0,0,0,0,30,1.5,9,9,10,2895,9,'999999999,469,0,0,88,999,0.2,1
2023/1/22,5:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25.5,23.4,88,100700,0,0,430,0,0,0,0,0,0,0,60,2.1,9,9,9,4267,9,'999999999,480,0,0,88,999,0,1
2023/1/22,6:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25.2,23.6,91,100700,0,0,429,0,0,0,0,0,0,0,320,1.5,9,9,8.7,4267,9,'999999999,480,0,0,88,999,3,1
2023/1/22,7:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,25.1,23.8,93,100800,0,0,428,0,0,0,0,0,0,0,50,1.5,9,9,6.2,4267,9,'999999999,490,0,0,88,999,2,1
2023/1/22,8:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,24.8,23.3,91,100800,88,1003,426,31,72,27,3351,0,2876,114,70,2.1,9,9,8,4200,9,'999999999,469,0,0,88,999,0,1
2023/1/22,9:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,26.1,24.1,89,100900,410,1409,435,148,254,74,16765,6727,8431,357,70,1,9,9,9,2743,9,'999999999,500,0,0,88,999,0,1
2023/1/22,10:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,28.5,24.6,79,100900,717,1409,449,302,132,235,33260,8649,26018,1252,330,1,9,9,10,1371,9,'999999999,519,0,0,88,999,0,1
2023/1/22,11:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,27.8,24.6,83,100900,975,1409,445,428,129,339,47806,9463,38113,1928,60,2.1,9,9,9,1200,9,'999999999,519,0,0,88,999,2,1
2023/1/22,12:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,27,24.4,86,100900,1166,1409,440,354,30,329,40715,1993,38146,1911,10,0.5,9,9,9,853,9,'999999999,509,0,0,88,999,0,1
2023/1/22,13:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,28.1,23.8,78,100800,1277,1409,446,608,256,376,70373,17944,43857,2148,20,2.1,9,9,8.5,884,9,'999999999,490,0,0,88,999,2,1
